handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_2b579fb5-f47b-c853-6d60-732e184f4333,Variant,,,,,,,,0.0,true,,,11,0.0,,,1 Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2b579fb5-f47b-c853-6d60-732e184f4333,Variant,,,,,,,,14.37,true,,,2,0.0,,,2 Stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2b579fb5-f47b-c853-6d60-732e184f4333,Variant,,,,,,,,27.83,true,,,2,0.0,,,3 Stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_df9e494b-2b2c-b9ad-1e60-3e46c3cca0b2,Product,Pet Hair Removal Brush From Buff and Shine Free Shipping,"<p><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span>PET HAIR REMOVAL BRUSH</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></p><p><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span>This special brush is made for removing animal hair from upholstery, floor matts or almost anything animal hair collects on.</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span>The rubber bristles provide an electrostatic charge to attract and hold hair.&nbsp;&nbsp;Provided with a short and a longer side.&nbsp;&nbsp;In addition, there is a ""sweeper"" on the side.</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span>The comfortable grip ensures you can work with it easily.</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></p>",088a11_7cb45c8f5d134b15a17e1f76110c60d1~mv2.jpg;088a11_0eebbfd96dbd4c008eef92cb6c0a26a8~mv2.jpg,Pet Hair Removal,FG-Brush,New Arrival In Stock,14.95,,true,PERCENT,0.0,0,0.5,Quantity,DROP_DOWN,1 Brush;2 Brushes;3 Brushes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff and Shine
product_df9e494b-2b2c-b9ad-1e60-3e46c3cca0b2,Variant,,,,,,,,0.0,true,,,7,0.0,,,1 Brush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_df9e494b-2b2c-b9ad-1e60-3e46c3cca0b2,Variant,,,,,,,,11.97,true,,,4,0.0,,,2 Brushes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_df9e494b-2b2c-b9ad-1e60-3e46c3cca0b2,Variant,,,,,,,,23.18,true,,,3,0.0,,,3 Brushes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9fc3b1b1-78bf-37b7-058b-086fff54154f,Product,"GTechniq I1 Smart Fabric AB V2 250ML, 500ML & 1 Liter Fast Free Shipping","<p><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span>New &amp; Improved GTechniq I1 Smart Fabric AB now features an antibacterial formula that will kill 99.9% of bacteria on the treated surface!<br><br><span><span><span><span><span><span><span><span>Superior protection for fabric surfaces</span></span></span></span></span></span></span></span><br><br><span><span><span><span><span><span><span><span><span>GTechniq I1 Smart Fabric AB is a nano-based coating that blankets your vehicle’s fabric upholstery with the best protection available. Formulated to resist staining caused by coffee, wine, blood, soda, and pet urine, GTechniq I1 Smart Fabric AB is one of the best investments you can make in interior care. Application of GTechniq I1 Smart Fabric AB is as simple as spraying on and walking away!</span></span></span></span></span></span></span></span></span><br><br><span><span><span><span>GTechniq I1 Smart Fabric AB has proven to offer 5 times the durability of other fabric protectants, making it an ideal choice for busy families that don’t always have time to re-apply a fabric protectant every couple weeks.&nbsp;</span></span></span></span><span><span><span><span><span><span><span><span><span>GTechniq I1 Smart Fabric AB was formulated to be applied to all fabric surfaces, including those found around the house.</span></span></span></span></span></span></span></span></span><br><br><span><span><span><span>GTechniq I1 Smart Fabric AB coats each individual fiber, leaving the breathability and the feel of the fabric unaffected.&nbsp;</span></span></span></span><span><span><span><span><span><span><span><span><span><span>Stale air is allowed to escape from the fabric keeping it fresh; however at the same time water or oil-based liquids are instantly repelled from the surface.</span></span></span></span></span></span></span></span></span></span><span><span><span><span>&nbsp;GTechniq I1 Smart Fabric AB only takes minutes to apply – simply spray on and walk away!</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></p><div><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span>Use GTechniq I1 Smart Fabric AB on fabric seats, carpeting, shoes, convertible tops, couches, clothing, and other textile surfaces.</span></span></span><br><br><span><span><span>Not for use on suede or leather.</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></div><div>&nbsp;</div><div><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span>Federal regulations prohibit the shipment of this products by air, UPS 3 Day, UPS 2, or US Mail. This item is shipped by UPS Ground only. Sorry but no APO or FPO addresses.</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></div><div>&nbsp;</div><div><div><div><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span>Choose either 1 Liter, 500ML or 250ML</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></div></div></div>",088a11_95b1f90702e647ef8a1d711f3e7d3711~mv2.jpg;088a11_bf1dda453075401388b033a9bd566f3c~mv2.jpg;088a11_11421a2ffabc44bba13fc1aa63ff013c~mv2.jpg,GTechniq,I1,,35.63,,true,PERCENT,0.0,0,0.0,Size,DROP_DOWN,250ML;500ML;1000ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTechniq
product_9fc3b1b1-78bf-37b7-058b-086fff54154f,Variant,,,,,,,,0.0,true,,,2,0.0,,,250ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9fc3b1b1-78bf-37b7-058b-086fff54154f,Variant,,,,,,,,18.84,true,,,4,0.0,,,500ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9fc3b1b1-78bf-37b7-058b-086fff54154f,Variant,,,,,,,,59.86,true,,,2,0.0,,,1000ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8ccab9a6-b080-28af-fc39-7f1b33b1320c,Product,GTechniq Quick Detailer 500 ML,"<p><span style=""color:#cb2026;""><u><strong>Refresh your GTechniq coated paint!</strong></u></span></p><p>&nbsp;</p><p><span><span><span><span><span><span><span><span>GTechniq Quick Detailer is an easy-on, easy-off formula that adds slickness, gloss, and durability to any existing paint coating or sealant. Remove fingerprints, water spots, and light dirt and dust from your cars surface quickly and easily. GTechniq Quick Detailer is compatible with all GTechniq finishing products and enhances your paint's appearance after just one wipe.</span></span></span></span></span></span></span></span><br><br><span><span><span><span>As much as we'd like to believe one layer of protection is sufficient for months, that's just simply not the case.&nbsp;</span></span></span></span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span>Even hard-as-nails coatings need a boost every now and then to restore shine and light durability.</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span><span><span><span><span>&nbsp;GTechniq Quick Detailer was formulated to do just that. Attending a car show and notice that someone left behind unsightly fingerprints on your glass? A quick swipe with GTechniq Quick Detailer removes all traces and those fingerprints and restores your perfect finish.&nbsp;</span></span></span></span></p><p>&nbsp;</p><p>GTechniq Quick Detailer boosts your finish between washes or right after waxing.</p><p>&nbsp;</p><p>&nbsp;</p><p>GTechniq Quick Detailer has been specially formulated to work well on any surface - trim, glass, paint, and even plastics.&nbsp;The easy on formula wipes away quickly with a soft microfiber towel and leaves no streaking behind. GTechniq Quick Detailer can be sprayed directly onto the desired surface.GTechniq Quick Detailer can be used after a routine wash to boost your LSP, or every other day to bring back the shine you've become attached to.</p><p>500 ml.<br><br>&nbsp;</p>",088a11_3220ca417d44402e83fa8e2b1ba7285b~mv2.jpg;088a11_460c35489c3c4cfaad2e7d98972b9f83~mv2.jpg;088a11_02f8c7fa501648c29cd903004ae7c464~mv2.jpg,GTechniq,QD 500ML,,26.3,,true,PERCENT,0.0,3,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTechniq
product_4d4c0b48-4291-e7c9-d988-f17c5525fbbf,Product,GTechniq W5 Citrus All Purpose Cleaner 500ML Fast Free Shipping,"<p><strong><span style=""color:#cb2026;"">Gtechniq W5 Citrus All Purpose Cleaner&nbsp;500ML</span></strong></p><div><p>&nbsp;</p><p><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span>FEATURES:</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></p><p><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span>·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Strong safe citrus based cleaner</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></p><p><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span>·&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Use&nbsp;on wheels, paint, carpets, engines and more</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></p><p><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span>·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Designed not to strip waxes, sealants or coatings</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></p><p><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span>·&nbsp; &nbsp; &nbsp; &nbsp;&nbsp;100% biodegradable</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span>&nbsp;<span><span><span>INCLUDES:</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span><span><span><span><span><span><span><span><span>Gtechniq W5 Citrus All Purpose Cleaner (500ml)</span></span></span></span></span></span></span></span></span></span></span></span></p><p><span><span><span><span><span><span><span><span><span><span>&nbsp;</span></span></span></span></span></span></span></span></span></span></p><p><span><span><span><span><span><span><span><span><span><span><span><span><span>WHY US W5 CITRUS ALL PURPOSE CLEANER</span></span></span></span></span></span></span></span></span></span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span><span><span><span><span><span>This biodegradable formula removes road grime and bug splatter with ease. &nbsp;It can be used for many other cleaning roles from engine bay degreasing to carpet stain removal. &nbsp;Use full&nbsp;</span><span>strength</span><span>&nbsp;for the hardest stains to remove grime and dilute up to 1:100 for less soiled areas.</span></span></span></span></span></span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span><span><span><span><span><span><span><span><span>W5 Citrus All Purpose Cleaner is specifically formulated to provide very effective cleansing without damaging coatings, waxes, sealants, or delicate trim and chrome parts.</span></span></span></span></span></span></span></span></span></span></span></span></p></div>",088a11_70c5e740c7c54cafb002c26856a80dcd~mv2.jpg,GTechniq,W5,,17.9,,true,PERCENT,0.0,6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTechniq
product_7462e798-93bf-f97c-c480-b95cd3f9cfad,Product,Buff and Shine Reflection Artist 6 Inch Pad Kit #QP-6RA Fast Free Shipping,"<p><span><span><span><span><span><span><span><span><span><span><span><span><span><span>Reflection Artist 6 Inch Pad Kit</span></span></span></span></span></span></span></span></span></span></span></span></span></span></p><div><div><div>&nbsp;</div></div><div><div><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span>Five much needed pads in one kit!</span></span></span></span></span></span></span></span><br><br><span><span><span><span><span><span><span><span>The Reflection Artist Pad Kit by Buff and Shine is a combination of the most useful and powerful pads. This custom designed pad combination was created from select pads in the Buff and Shine Uro line, as well as, newly designed pads. Together, these pads create the all-in-one pad system you need in your detailing arsenal.</span></span></span></span></span></span></span></span><br><br>The Reflection Artist Pad Kit contains the Grey Uro-Wool Blend Pad #6KWB, Uro-Fiber Microfiber Pad #692MFP, Uro-Tec Maroon Foam Pad #672BN, Uro-Tec Dark Blue Foam Pad #656BN and the Uro-Tec Yellow Foam Pad #634BN. These pads are incredibly versatile and work on gear driven, free-spinning, short throw and long throw machines from any brand manufacturer.&nbsp;<span><span><span><span><span><span><span><span>The Reflection Artist Pad Kit will also work with your favorite polish and compound combination.</span></span></span></span></span></span></span></span><br><br>The Grey Uro-Wool pad uses a blend of processed wool that is knitted into the pad, rather than twisted. The fact that this pad is knitted wool results in a minimal amount of lint floating around. This pad is soft to the touch but still dense thanks to the proprietary blend.&nbsp;<span><span><span><span><span><span><span><span>The fibers on this wool pad are more fused together as compared to others, thereby allowing more product to remain on the face of the pad.</span></span></span></span></span></span></span></span><br><br><span><span><span><span><span><span><span><span>The Uro-Fiber Microfiber Pads are engineered to a standard pile height and a shorter profile that provides great finishing results.&nbsp;</span></span></span></span></span></span></span></span>The Uro-Tec pads are made with high-quality open cell euro foam that has a higher density, which will reduce pad softening that can be experience during heavy use with their machines. The open cell construction helps disperse heat during use and the balance of the pads reduces vibration. All these factors result in a superior polishing job.</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></div></div></div>",088a11_11fbba57f3ed4ba3814efd30a171e06e~mv2.jpg,Buffing Kits,QP-6RA,,48.95,,true,PERCENT,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff and Shine
product_cd604c71-4bbd-968c-742b-2c7685587f66,Product,Buff and Shine Reflection Artist 5 Inch Pad Kit #QP-5RA Fast Free Shipping,"<p><span><span><span><span><span><span><span><span><span><span><span><span><span><span>Reflection Artist 5 Inch Pad Kit</span></span></span></span></span></span></span></span></span></span></span></span></span></span></p><div><div><div>&nbsp;</div></div><div><div><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span>Five much needed pads in one kit!</span></span></span></span></span></span></span></span><br><br><span><span><span><span><span><span><span><span>The Reflection Artist Pad Kit by Buff and Shine is a combination of the most useful and powerful pads. This custom designed pad combination was created from select pads in the Buff and Shine Uro line, as well as, newly designed pads. Together, these pads create the all-in-one pad system you need in your detailing arsenal.</span></span></span></span></span></span></span></span><br><br>The Reflection Artist Pad Kit contains the Grey Uro-Wool Blend Pad #5KWB, Uro-Fiber Microfiber Pad #592MFP, Uro-Tec Maroon Foam Pad #572BN, Uro-Tec Dark Blue Foam Pad #556BN and the Uro-Tec Yellow Foam Pad #534BN. These pads are incredibly versatile and work on gear driven, free-spinning, short throw and long throw machines from any brand manufacturer.&nbsp;<span><span><span><span><span><span><span><span>The Reflection Artist Pad Kit will also work with your favorite polish and compound combination.</span></span></span></span></span></span></span></span><br><br>The Grey Uro-Wool pad uses a blend of processed wool that is knitted into the pad, rather than twisted. The fact that this pad is knitted wool results in a minimal amount of lint floating around. This pad is soft to the touch but still dense thanks to the proprietary blend.&nbsp;<span><span><span><span><span><span><span><span>The fibers on this wool pad are more fused together as compared to others, thereby allowing more product to remain on the face of the pad.</span></span></span></span></span></span></span></span><br><br><span><span><span><span><span><span><span><span>The Uro-Fiber Microfiber Pads are engineered to a standard pile height and a shorter profile that provides great finishing results.&nbsp;</span></span></span></span></span></span></span></span>The Uro-Tec pads are made with high-quality open cell euro foam that has a higher density, which will reduce pad softening that can be experience during heavy use with their machines. The open cell construction helps disperse heat during use and the balance of the pads reduces vibration. All these factors result in a superior polishing job.</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></div></div></div>",088a11_11fbba57f3ed4ba3814efd30a171e06e~mv2.jpg,Buffing Kits,QP-5RA,,46.95,,true,PERCENT,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff and Shine
product_8a0e9627-72ef-9abc-9f3b-60d251144574,Product,GTechniq EXOv4 Ultra Durable Hydrophobic Ceramic Coating  30ML and 50ML,"<p><span style=""color:#cb2026;""><strong>GTechniq EXO Ultra Durable Hybrid Coating</strong></span></p><p>&nbsp;</p><p><strong>New &amp; Improved!</strong></p><ul>	<li><strong><span>Same great gloss</span></strong></li>	<li><strong><span>Slickness</span></strong></li>	<li><strong><span>Water Beading </span></strong></li></ul><p>&nbsp;</p><p><strong>The new GTechniq v4 features:</strong></p><ul>	<li><strong><span>Significantly easier application than v3</span></strong></li>	<li><strong><span>Durability improved by 30% Up to 2 years of protection on daily driven car!</span></strong></li>	<li><strong><span>Double the UV absorption and dirt repellency of Crystal Lacquer!</span></strong></li></ul><p>&nbsp;</p><p><strong>EXO is a coating that protects any surface from dirt, sun and moisture permanently. Durability tests prove that after 600 washes, water still beads on surfaces treated with EXO. Hybrid coating technology gives automobiles, aircraft, boats, and RV's unbeatable protection from the elements.</strong></p><p>&nbsp;</p><p><strong>The science behind EXO is amazing! It contains an organic element and an inorganic element, which both have a UV filter. The inorganic element forms a strong chemical bond with the substrate to which EXO is applied. The organic element provides the functional dirt and water repellency that you can see with your own eyes.</strong></p><p>&nbsp;</p><p><strong>More remarkable water beads on EXO-treated surfaces in almost spherical drops. Looking like pearls sitting on your vehicles finish. Water beads roll off leaving a spot-free vehicle. EXO produces a hard-as-nails, glass-like shine on all colors.</strong></p><p>&nbsp;</p><p><strong>When you use EXO durability is measured in years, not weeks. EXO remains hydrophobic after years of regular washing and 2 years of sun exposure.</strong></p><p>&nbsp;</p><p><strong>EXO isn't all about protection. It also gives surfaces a high gloss and a slick feel like the best car wax. The best part is that the EXO finish will remain slick and shiny for much longer than any traditional wax or paint sealant. Enjoy years of surface protection with just one application!</strong></p><p>&nbsp;</p><p><strong>Directions:</strong></p><p><strong>EXO needs to be applied to surfaces that are free of contaminants and defects. Clay vehicle to remove surface contaminants. If needed machine polish to remove swirls, scratches, water spots, and anything that hinders the shine.</strong></p><p><strong>After polishing and defects are removed, chemically strip the paint using GTechniq Panel Wipe. This will remove any polishing oils so EXO can bond to the surface.</strong></p><p>&nbsp;</p><p><strong>Working on one panel at a time, apply EXO directly onto a clean microfiber towel. From testing we’ve found a towel with a flat weave or short nap to work best.</strong></p><p>&nbsp;</p><p><strong>Evenly distribute product using minimal pressure. Go over each section 2-3 times to ensure even coverage.</strong></p><p>&nbsp;</p><p><strong>Immediately buff off residue using a clean, dry microfiber towel. It is important to immediately buff the area that EXO was applied to.</strong></p><p>&nbsp;</p><p><strong>Apply a second coat of EXO twenty minutes after first coat ensuring complete coverage. Avoid getting vehicle wet for 48 hours.</strong></p><p>&nbsp;</p><p><strong>Maintain and protection using GTechniq W1 G-Wash and C1.5 Silo Seal.</strong></p>",088a11_de1ea117cae94515b17d7006dcb54325~mv2.jpg;088a11_0255ad39558d46e69c665c48f6c585b9~mv2.jpg;088a11_e0e3903af9b4402cbe770dc0c077c0a3~mv2.jpg;c0abaa_364a5cde7fa74f2abb4c1b5f6806aa2a~mv2.jpg,GTechniq,,,63.5,,true,PERCENT,0.0,0,0.0,Size,DROP_DOWN,30ML $63.50;50ML $92.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTechniq
product_8a0e9627-72ef-9abc-9f3b-60d251144574,Variant,,,,,EXOV4,,,0.0,true,,,1,0.0,,,30ML $63.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8a0e9627-72ef-9abc-9f3b-60d251144574,Variant,,,,,,,,29.0,true,,,1,0.0,,,50ML $92.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_392f7ede-b3cb-6250-1e25-87228b89d78e,Product,GTechniq T2 Tyre Dressing 250ML,"<p><span style=""color:#cb2026;""><strong>Gtechniq T2 Tyre Dressing&nbsp;</strong></span></p><div><p>&nbsp;</p><div><p><strong><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span>Product Description</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></strong></p><p><strong><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span>The Gtechniq T2 Tyre Dressing is a thick dressing that leaves an unbelievably rich and glossy shine on your tires. Grey, brown or worn tires can really take away from the appearance of your vehicles overall look. With T2 you can take care of that with ease.&nbsp; To apply, ensure the tire is clean and dry.&nbsp; Squeeze T2 onto a foam applicator. Spread the dressing evenly onto the tire and remove any excess product with a separate clean cloth. For any additional gloss, wait 10 minutes and apply another coat.&nbsp; <span style=""color:#cb2026;"">Do not use on motorcycle or bicycle tires.</span>&nbsp; After application, you will be left with a deep, dark glossy tire that does not sling and helps avoid future dirt and grime buildup. If you want a deep, dark, glossy look on your tires that really lasts, the Gtechniq T2 Tyre Dressing is an awesome product to add to your detailing arsenal!</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></strong></p><p>&nbsp;</p></div><div><div><ul>	<li><strong><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span>Good durability</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></strong></li>	<li><strong><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span>Simple application</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></strong></li>	<li><strong><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span>Non-sling formula</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></strong></li></ul><p>&nbsp;</p><p><strong><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span>T2 Tyre Dressing is an easy apply durable tyre dressing that will not sling onto your car's bodywork while driving.<br><br>It is body shop safe, repels dirt and will not degrade your tyres in any way.&nbsp; T2 is also 100% biodegradable.</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></strong></p><p>&nbsp;</p></div><p><strong><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span>Directions</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></strong></p><div><ul>	<li><strong><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span>Thoroughly clean and dry tyres prior to application</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></strong></li>	<li><strong><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span>Squeeze T2 onto a foam applicator, tyre swipe or cloth</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></strong></li>	<li><strong><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span>Spread evenly onto tyre and/or trim surfaces</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></strong></li>	<li><strong><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span>Remove excess product with a separate cloth</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></strong></li>	<li><strong><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span>For additional gloss, wait 10 minutes and repeat above steps</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></strong></li>	<li><span style=""color:#cb2026;""><strong>DO NOT USE ON MOTORCYCLES OR BICYCLE TYRES</strong></span></li></ul></div></div></div>",088a11_51b12fb6188b480b97df777d745bd887~mv2.jpg;088a11_d4e61a6d30614391b369a408decbf8e8~mv2.jpg,GTechniq,T2 250ML,,15.75,,false,PERCENT,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTechniq
product_b85b978b-f143-f8b0-7997-741497adc653,Product,GTechniq W9 Water Spot Remover  250ML and 500ML Fast Free Shipping,"<p><strong><span style=""color:#000000;"">Gtechniq W9 Water Spot Remover</span></strong></p><div><p>&nbsp;</p><p><strong><span style=""color:#000000;"">Description:</span></strong></p><p><span style=""color: rgb(0, 0, 0); background-color: transparent; font-family: var(--wix-font-stack,&quot;HelveticaNeueW01-55Roma&quot;,&quot;HelveticaNeueW02-55Roma&quot;,&quot;HelveticaNeueW10-55Roma&quot;,sans-serif);"">W9 Water Spot Remover is a concentrated formula which is 100% coating safe. Unlike standard single mechanism water spot removers, W9 has a three mechanism approach to removal. It dissolves and removes salts. Traps metal ions, which are commonly found in tap water. And finally, removes the silica scale which is traditionally very tough to remove.</span></p><p>&nbsp;</p><p><span style=""color: rgb(0, 0, 0); background-color: transparent; font-family: var(--wix-font-stack,&quot;HelveticaNeueW01-55Roma&quot;,&quot;HelveticaNeueW02-55Roma&quot;,&quot;HelveticaNeueW10-55Roma&quot;,sans-serif);"">Hard water spots and silica scale will disappear from the exterior surface with ease. The formula works well on glass, where traditionally watermarks are exceptionally extremely hard to remove.</span></p><p>&nbsp;</p><p><span style=""color:#000000;"">Use W9 on all paint types, including matte finishes.</span></p><p><span style=""color:#000000;"">Removes water and silica spots</span></p><p><span style=""color:#000000;"">Coating safe</span></p><p><span style=""color:#000000;"">Use on all paint types and vinyl</span></p><p>&nbsp;</p><p><strong><span style=""color:#000000;"">Application Information:</span></strong></p><p>&nbsp;</p><p><span style=""color:#000000;"">Use after washing and drying your car</span></p><p><span style=""color:#000000;"">Do not apply in direct sunlight</span></p><p><span style=""color:#000000;"">Shake well and wear gloves</span></p><p><span style=""color:#000000;"">Spray liberally onto a clean Gtechniq MF1 ZeroR Microfibre Buff Cloth or Edgeless 245 All-Purpose Microfiber Terry Towel 16X16, wipe onto an area no bigger than 20x20cm (8""x8 "")</span></p><p><span style=""color:#000000;"">Buff immediately with a clean MF1 cloth</span></p><p><span style=""color:#000000;"">Repeat as necessary</span></p><p><span style=""color:#000000;"">Re-wash your car after use</span></p><p>&nbsp;</p><p><u><strong><em><span style=""color:#000000;"">Store in a cool, dry place out of the reach of children</span></em></strong></u><span style=""color: rgb(0, 0, 0); background-color: transparent; font-family: var(--wix-font-stack,&quot;HelveticaNeueW01-55Roma&quot;,&quot;HelveticaNeueW02-55Roma&quot;,&quot;HelveticaNeueW10-55Roma&quot;,sans-serif);"">&nbsp;</span></p><p>&nbsp;</p><span style=""color:#000000;"">250ML and 500ML</span></div>",088a11_fd64e252686441c7824c6d79a561538e~mv2.jpg,GTechniq,,,19.75,,true,PERCENT,0.0,0,1.5,Size,DROP_DOWN,250ML;500ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTechniq
